window_start,events_count,unique_admins,unique_entities,unique_entity_subtypes,unique_ips,unique_user_agents,unique_hostnames,avg_time_between_events_seconds,min_time_between_events_seconds,max_time_between_events_seconds,failure_count,outside_business_hours_count,first_seen_ip_count,first_seen_user_agent_count,rare_action_count,high_risk_action_count,high_risk_sequence_count,uninstall_flag_count,token_flag_count,api_key_flag_count,config_flag_count,action_center_flag_count,permissions_flag_count,authentication_flag_count,failed_admins_nunique,assets_nunique,entity_count__vulnerability_policy,entity_count__public_api,entity_count__alert_management,entity_count__asset_groups,entity_count__rules,subtype_count__vulnerability_policy_risk_score_change,subtype_count__public_api_authentication_failed,subtype_count__alert_management_update_issue,subtype_count__asset_groups_change,subtype_count__rules_import,user_count__palo_alto_networks,user_count__n_a,user_count__imonsalv_bancolombia_com_co,failure_ratio,outside_business_hours_ratio,high_risk_action_ratio,burstiness_index,events_count_rolling_mean,events_count_rolling_std,failure_count_rolling_mean,failure_count_rolling_std,unique_admins_rolling_mean,unique_admins_rolling_std,unique_ips_rolling_mean,unique_ips_rolling_std,high_risk_action_count_rolling_mean,high_risk_action_count_rolling_std,uninstall_flag_count_rolling_mean,uninstall_flag_count_rolling_std,token_flag_count_rolling_mean,token_flag_count_rolling_std,api_key_flag_count_rolling_mean,api_key_flag_count_rolling_std,events_count_delta_from_rolling_mean,events_count_zscore_like,failure_count_delta_from_rolling_mean,failure_count_zscore_like,unique_admins_delta_from_rolling_mean,unique_admins_zscore_like,unique_ips_delta_from_rolling_mean,unique_ips_zscore_like,high_risk_action_count_delta_from_rolling_mean,high_risk_action_count_zscore_like,uninstall_flag_count_delta_from_rolling_mean,uninstall_flag_count_zscore_like,token_flag_count_delta_from_rolling_mean,token_flag_count_zscore_like,api_key_flag_count_delta_from_rolling_mean,api_key_flag_count_zscore_like
2026-04-21 18:15:00+00:00,6,2,2,2,1,1,0,122.0,22.0,285.0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,1,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.5,0.04918032786885246,12.75,14.17450763400934,0.0,0.0,2.25,0.49999999999999967,1.25,0.5,3.5,2.8867513459799254,0.0,0.0,0.0,0.0,0.0,0.0,-6.75,-0.47620701715271674,0.0,0.0,-0.25,-0.5000000000000003,-0.25,-0.5,-0.5,-0.17320508075497992,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 18:30:00+00:00,3,1,1,1,0,0,0,328.0,284.0,372.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.009146341463414634,12.0,14.719601443877108,0.0,0.0,2.0,0.8164965809277259,1.0,0.816496580927726,2.5,3.316624790383098,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,-0.6114295984381912,0.0,0.0,-1.0,-1.2247448713915892,-1.0,-1.224744871391589,-2.5,-0.753778361438114,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 18:45:00+00:00,9,2,2,2,1,1,0,97.25,5.0,292.0,0,0,0,0,0,6,6,0,0,0,6,0,0,0,0,1,0.0,0.0,3.0,0.0,6.0,0.0,0.0,3.0,0.0,6.0,3.0,6.0,0.0,0.0,0.0,0.6666666666666666,0.09254498714652956,13.0,14.212670403549165,0.0,0.0,2.0,0.8164965809277259,1.0,0.816496580927726,4.0,3.1622776601973936,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-0.2814390178921708,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.632455532027873,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 19:00:00+00:00,33,3,3,3,2,2,0,25.59375,0.0,303.0,0,0,2,1,0,5,2,0,0,0,1,0,4,2,0,1,0.0,0.0,3.0,28.0,0.0,0.0,0.0,3.0,28.0,0.0,31.0,0.0,0.0,0.0,0.0,0.15151515151515152,1.2893772893772895,12.75,13.720422734009414,0.0,0.0,2.0,0.8164965809277259,1.0,0.816496580927726,3.5,2.645751311099284,0.0,0.0,0.0,0.0,0.0,0.0,20.25,1.4759020470852866,0.0,0.0,1.0,1.2247448713915892,1.0,1.224744871391589,1.5,0.5669467095064066,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 19:15:00+00:00,7,2,2,2,1,1,0,112.16666666666667,29.0,267.0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,1,0.0,0.0,3.0,0.0,4.0,0.0,0.0,3.0,0.0,4.0,3.0,4.0,0.0,0.0,0.0,0.5714285714285714,0.06240713224368499,13.0,13.564659966247675,0.0,0.0,2.0,0.8164965809277259,1.0,0.816496580927726,3.75,2.6299556397114774,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-0.4423258684647847,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.09505863757741045,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 19:30:00+00:00,76,2,2,2,1,1,0,11.44,0.0,509.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,75.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,6.643356643356643,31.25,32.0871209885408,0.0,0.0,2.25,0.49999999999999967,1.25,0.5,3.75,2.6299556397114774,0.0,0.0,0.0,0.0,0.0,0.0,44.75,1.3946405480249058,0.0,0.0,-0.25,-0.5000000000000003,-0.25,-0.5,-3.75,-1.4258795636611568,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 19:45:00+00:00,102,3,5,5,2,2,0,5.930693069306931,0.0,264.0,0,0,1,0,1,2,2,0,0,0,2,0,0,0,0,1,0.0,0.0,97.0,0.0,2.0,0.0,0.0,97.0,0.0,2.0,98.0,3.0,0.0,0.0,0.0,0.0196078431372549,17.198664440734557,54.5,42.57150846908359,0.0,0.0,2.5,0.5773502691896255,1.5,0.5773502691896257,2.75,2.2173557826497663,0.0,0.0,0.0,0.0,0.0,0.0,47.5,1.1157697180144697,0.0,0.0,0.5,0.866025403784439,0.5,0.8660254037844387,-0.75,-0.3382407125949545,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 20:00:00+00:00,514,3,4,4,2,2,0,1.327485380116959,0.0,263.0,0,0,1,1,0,6,2,0,0,0,2,0,4,1,0,1,0.0,0.0,484.0,28.0,1.0,0.0,0.0,484.0,28.0,1.0,512.0,1.0,0.0,0.0,0.0,0.011673151750972763,387.19823788546256,174.75,229.69164111913153,0.0,0.0,2.5,0.5773502691896255,1.5,0.5773502691896257,3.0,2.5819888975071756,0.0,0.0,0.0,0.0,0.0,0.0,339.25,1.4769801737105666,0.0,0.0,0.5,0.866025403784439,0.5,0.8660254037844387,3.0,1.161895003846221,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 20:15:00+00:00,5,3,4,4,2,2,0,85.5,24.0,122.0,0,0,1,1,1,2,2,0,0,0,2,0,0,1,0,1,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.4,0.05847953216374269,174.25,230.18018304508013,0.0,0.0,2.75,0.49999999999999967,1.75,0.5,2.5,2.516611478460087,0.0,0.0,0.0,0.0,0.0,0.0,-169.25,-0.7352935329226533,0.0,0.0,0.25,0.5000000000000003,0.25,0.5,-0.5,-0.1986798535568747,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 20:30:00+00:00,3,1,2,2,1,1,0,297.0,260.0,334.0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,156.0,243.09805977561112,0.0,0.0,2.5,1.0,1.75,0.5,2.5,2.516611478460087,0.0,0.0,0.0,0.0,0.0,0.0,-153.0,-0.6293756525297853,0.0,0.0,-1.5,-1.5,-0.75,-1.5,-2.5,-0.9933992677843736,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21 20:45:00+00:00,9,4,4,5,5,4,0,95.0,2.0,289.0,0,0,3,1,4,6,4,2,0,0,4,0,0,1,0,1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.6666666666666666,0.09473684210526316,132.75,254.17890680909497,0.0,0.0,2.75,1.2583057392117916,2.5,1.7320508075688772,3.5,3.0000000000305964,0.5,1.0,0.0,0.0,0.0,0.0,-123.75,-0.4868617996415586,0.0,0.0,1.25,0.9933992677987828,2.5,1.4433756729740645,2.5,0.8333333333248343,1.5,1.5,0.0,0.0,0.0,0.0
2026-04-21 21:00:00+00:00,38,5,8,9,4,3,1,12.972972972972974,0.0,193.0,0,0,1,1,4,7,3,0,0,0,3,0,4,2,0,1,0.0,0.0,0.0,28.0,2.0,0.0,0.0,0.0,28.0,2.0,29.0,2.0,3.0,0.0,0.0,0.18421052631578946,2.9291666666666667,13.75,16.35797460975099,0.0,0.0,3.25,1.707825127659933,3.0,1.8257418583505538,3.75,3.30403793362761,0.5,1.0,0.0,0.0,0.0,0.0,24.25,1.4824573688691614,0.0,0.0,1.75,1.02469507659596,1.0,0.5477225575051661,3.25,0.9836448809871018,-0.5,-0.5,0.0,0.0,0.0,0.0
